Indeks #;Aktywny (0 lub 1);Nazwa;ID reguły podatku;Cena bez podatku. (netto);Cena zawiera podatek. (brutto);Marka;Opis;Dostępne do zamówienia (0 = Nie, 1 = Tak);W sprzedaży (0 lub 1);Ilość;Adresy URL zdjęcia (x,y,z...);Kategorie (x,y,z...);Przepisany URL
BIO-W-557;1;Osłonka białkowa Fi55;1;14.96;18.40;-;Akcesoria wędliniarskie Domowy wyrób wędlin cieszy się coraz większym powodzeniem. Domowewędliny są nieraz o wiele lepsze od tych dostępnych w sklepach. Zapraszamy do zapoznania się z naszą pełną ofertąprzypraw do peklowania mięsa,osłonki wędliniarskie,saletra do peklowania mięsa,siatki wędliniarskie,termometry wędliniarskie.;1;1;5;https://winohobby.biz/userdata/public/gfx/a15a9a2497f81da8c464b355727e656e.jpg|https://winohobby.biz/userdata/public/gfx/6a7f8f9ea88814abb96b547ae6d379da.jpg;205;oslonka-bialkowa-fi55
BIO-W-721;1;WORECZKI DO SZYNKOWARU 3 KG;1;7.56;9.30;BIOWIN;Woreczki do szynkowaru 3kg 22,5X32 cm - 20 szt. Woreczki pasują do szynkowaru 3kg - opakowanie 20 szt.;1;1;3;https://winohobby.biz/userdata/public/gfx/6e0a0f45ff43fbb5af48af82e948e70d.jpg;210;woreczki-do-szynkowaru-3-kg
BIO-W-560;1;Sekret dziadka Feliksa na 10kg mięsa;1;6.1;7.50;-;Wzbogacona mieszanka przypraw i ziół do peklowania mięsa Akcesoria wędliniarskie Domowy wyrób wędlin cieszy się coraz większym powodzeniem. Domowewędliny są nieraz o wiele lepsze od tych dostępnych w sklepach. Zapraszamy do zapoznania się z naszą pełną ofertąprzypraw do peklowania mięsa,osłonki wędliniarskie,saletra do peklowania mięsa,siatki wędliniarskie,termometry wędliniarskie.;1;1;0;https://winohobby.biz/userdata/public/gfx/06ddaffd67a985de2989676840dbc7f7.jpg;206;sekret-dziadka-feliksa-na-10kg-miesa
BIO-W-559;1;Nici wędliniarskie bawełniane białe - 100g;1;9.67;11.90;BIOWIN;NICI WĘDLINIARSKIE BAWEŁNIANE BIAŁE 240oC - 100G Nici nadają się do mięs przeznaczonych między innymi do pieczenia, wędzenia i peklowania. Wytrzymałość temperatury do 240oC. Posiada atest PZH.;1;1;4;https://winohobby.biz/userdata/public/gfx/6ed07ab16811eb8200e6b040bdfcf963.jpg;204;nici-wedliniarskie-bawelniane-biale-100g
GOM-A-042;1;Wskaźnik do solanki 0-25% SERY/MIĘSO/RYBY/WARZYWA;1;18.86;23.20;-;Wskaźnik do solanki przeznaczony jest do pomiaru stężenia procentowego zawartości soli w zakresie 0-25%. Zastosowana skala w wskaźniku określa zawartość procentową soli % wagowych. Na skali różnymi kolorami oznaczone mamy wartości dla solanek do serów, mięs, ryb czy warzyw. Długość około 19,5cm;1;1;4;https://winohobby.biz/userdata/public/gfx/b6cd607b7caa35cbbb45281d0b0caab0.jpg;209;wskaznik-do-solanki-0-25-sery-mieso-ryby-warzywa
BIO-W-582;1;Zrębki 100% ORZECH WŁOSKI;1;5.69;7.00;BIOWIN;Doskonałedo wędzenia ryb, drobiu oraz mięs czerwonych.Pochodząz naturalnego drewna orzecha włoskiego (100%)z terenów ekologicznie czystych. Wolne od związków impregnujących i konserwujących. Nie zawierają frakcji pylących. Charakteryzują się optymalną zawartością wody – poniżej 11%. Sposób użycia: Grillowanie:Wokół żarzącego się węgla drzewnego ułożyć dwu centymetrową warstwę zrębków – nie należy umieszczać ich bezpośrednio na palenisku, ponieważ natychmiast ulegną spaleniu. Grill należy przykryć pokrywą bezpośrednio po ułożeniu potraw na ruszcie. Czas grillowania – od 10 do 30 minut ( w zależności od wielkości i rodzaju przyrządzanego mięsa). Wędzenie:W zależności od rodzaju wędzarni jaką dysponujemy umieścić zrębki na tacy przeznaczonej specjalnie do tego celu lub wokół żarzącego się paleniska – nie należy umieszczać ich bezpośrednio na źródle ciepła, ponieważ natychmiast ulegną spaleniu.Zrębki należy przechowywać w suchym, chłodnym miejscu.;1;1;3;https://winohobby.biz/userdata/public/gfx/6005/biow--Zrebki-do-wedzenia---orzech-wloski.jpg;216;zrebki-100-orzech-wloski
BIO-W-912;1;Zakwas chlebowy pszenny 23g;1;4.88;6.00;-;Zakwas chlebowy na 500g mąki pszennej do wypieku zdrowego i aromatycznego pieczywa;1;1;1;https://winohobby.biz/userdata/public/gfx/5842/biow912--Zakwas-pszenny.jpg;215;zakwas-chlebowy-pszenny-23g
BIO-W-577;1;Zrębki 100% ŚLIWKA;1;8.62;10.60;BIOWIN;Dzięki nim Twoje potrawy zyskają niepowtarzalny smak, aromat a także złocistobrązowy kolor. Doskonałe do wędzenia ryb, drobiu oraz mięs czerwonych.Pochodzą z naturalnego drewna śliwy z terenów ekologicznie czystych. Wolne od związków impregnujących i konserwujących. Nie zawierają frakcji pylących. Charakteryzują się optymalną zawartością wody – poniżej 11%. Sposób użycia: Grillowanie:Wokół żarzącego się węgla drzewnego ułożyć dwu centymetrową warstwę zrębków – nie należy umieszczać ich bezpośrednio na palenisku, ponieważ natychmiast ulegną spaleniu. Grill należy przykryć pokrywą bezpośrednio po ułożeniu potraw na ruszcie. Czas grillowania – od 10 do 30 minut ( w zależności od wielkości i rodzaju przyrządzanego mięsa). Wędzenie:W zależności od rodzaju wędzarni jaką dysponujemy umieścić zrębki na tacy przeznaczonej specjalnie do tego celu lub wokół żarzącego się paleniska – nie należy umieszczać ich bezpośrednio na źródle ciepła, ponieważ natychmiast ulegną spaleniu.Zrębki należy przechowywać w suchym, chłodnym miejscu.;1;1;10;https://winohobby.biz/userdata/public/gfx/a21c8c54df99decfbfbd0b6144bcd19b.jpg;216;zrebki-100-sliwka
BIO-W-579;1;Zrębki 100% JABŁOŃ;1;8.62;10.60;BIOWIN;Dzięki nim Twoje potrawy zyskają niepowtarzalny smak, aromat a także złocistobrązowy kolor. Doskonałe do wędzenia ryb, drobiu oraz mięs czerwonych.Pochodzą z naturalnego drewna jabłoni z terenów ekologicznie czystych. Wolne od związków impregnujących i konserwujących. Nie zawierają frakcji pylących. Charakteryzują się optymalną zawartością wody – poniżej 11%. Sposób użycia: Grillowanie:Wokół żarzącego się węgla drzewnego ułożyć dwu centymetrową warstwę zrębków – nie należy umieszczać ich bezpośrednio na palenisku, ponieważ natychmiast ulegną spaleniu. Grill należy przykryć pokrywą bezpośrednio po ułożeniu potraw na ruszcie. Czas grillowania – od 10 do 30 minut ( w zależności od wielkości i rodzaju przyrządzanego mięsa). Wędzenie:W zależności od rodzaju wędzarni jaką dysponujemy umieścić zrębki na tacy przeznaczonej specjalnie do tego celu lub wokół żarzącego się paleniska – nie należy umieszczać ich bezpośrednio na źródle ciepła, ponieważ natychmiast ulegną spaleniu.Zrębki należy przechowywać w suchym, chłodnym miejscu.;1;1;5;https://winohobby.biz/userdata/public/gfx/81806892d99e0d439939ac9db5ef653b.jpg;216;zrebki-100-jablon
BIO-W-555;1;Siatka wędliniarska do pieczenia i wędzenia;1;12.2;15.00;-;Akcesoria wędliniarskie Domowy wyrób wędlin cieszy się coraz większym powodzeniem. Domowewędliny są nieraz o wiele lepsze od tych dostępnych w sklepach. Zapraszamy do zapoznania się z naszą pełną ofertąprzypraw do peklowania mięsa,osłonki wędliniarskie,saletra do peklowania mięsa,siatki wędliniarskie,termometry wędliniarskie.;1;1;8;https://winohobby.biz/userdata/public/gfx/d1ce8ed004842197aa450b96f8b6422a.jpg;208;siatka-wedliniarska-do-pieczenia-i-wedzenia
BIO-W-715;1;Termometr do pieczenia mięs;1;18.46;22.70;-;Akcesoria wędliniarskie Domowy wyrób wędlin cieszy się coraz większym powodzeniem. Domowewędliny są nieraz o wiele lepsze od tych dostępnych w sklepach. Zapraszamy do zapoznania się z naszą pełną ofertąprzypraw do peklowania mięsa,osłonki wędliniarskie,saletra do peklowania mięsa,siatki wędliniarskie,termometry wędliniarskie.;1;1;3;https://winohobby.biz/userdata/public/gfx/6003/biow--Termometr-do-pieczenia-mies.jpg|https://winohobby.biz/userdata/public/gfx/6004/biow--Termometr-do-pieczenia-mies_002.jpg;212;termometr-do-pieczenia-mies
BIO-W-558;1;Osłonka tekstylna - wsad 3kg;1;10.33;12.70;-;Akcesoria wędliniarskie Domowy wyrób wędlin cieszy się coraz większym powodzeniem. Domowewędliny są nieraz o wiele lepsze od tych dostępnych w sklepach. Zapraszamy do zapoznania się z naszą pełną ofertąprzypraw do peklowania mięsa,osłonki wędliniarskie,saletra do peklowania mięsa,siatki wędliniarskie,termometry wędliniarskie.;1;1;2;https://winohobby.biz/userdata/public/gfx/b0af0584723880813e04fe1585b8dc73.jpg;205;oslonka-tekstylna-wsad-3kg
CHE-M-130;1;Cylinder miarowy 100ml z podziałką;1;18.37;22.60;-;Pojemność:100mlSkala:co 1ml Niezwykle estetycznie wykonana menzurka do zastosowań laboratoryjnych i domowych. Przyda się każdemu domowemu producentowi alkoholi.Doskonale nadaje się do przeprowadzania wszelkiego rodzaju pomiarów jak:badania zawartości cukruw nastawachwina domowegoczypiwa domowegojak ibadania zawartości % alkoholu przy pomocy alkoholomierza.Menzurka doskonale sprawdza się do odmierzania dawek np. podczas mieszania drinków czy przy dozowaniu innych składników płynnych.;1;1;7;https://winohobby.biz/userdata/public/gfx/c1f0e29d4ee8db857be93464622ff02e.jpg;227;cylinder-miarowy-100ml-z-podzialka
CHE-M-125;1;Cylinder miarowy 1000ml z podziałką i znacznikiem na skali;1;51.06;62.80;-;Pojemność:1000mlSkala:co 10ml Niezwykle estetycznie wykonana menzurka do zastosowań laboratoryjnych i domowych. Przyda się każdemu domowemu producentowi alkoholi.Doskonale nadaje się do przeprowadzania wszelkiego rodzaju pomiarów jak:badania zawartości cukruw nastawachwina domowegoczypiwa domowegojak ibadania zawartości % alkoholu przy pomocy alkoholomierza.Menzurka doskonale sprawdza się do odmierzania dawek np. podczas mieszania drinków czy przy dozowaniu innych składników płynnych.;1;1;1;https://winohobby.biz/userdata/public/gfx/4e51618b2894378c6fda0f87eceb270a.jpg;227;cylinder-miarowy-1000ml-z-podzialka-i-znacznikiem-na-skali
ITA-L-130;1;Korkociąg montowany do ściany;1;182.93;225.00;-;Oryginalny postarzany korkociąg do zamontowania na ścianę. Idealnie sprawdzi się na ścianie w piwniczce z winami, w kuchni, barze czy restauracji. Sposób jego obsługi jest bardzo prosty wystarczy wkręcić karkociąg w korek, następnie przyłożyć butelkę do korkociągu i podciągnąć lekko dźwignię do góry. Korek wychodzi idealnie, nie trzeba używać dużej siły do wyjęcia korka.;1;1;0;https://winohobby.biz/userdata/public/gfx/102a2a4a2418bacf4aee0afb8eb2680c.jpg;221;korkociag-montowany-do-sciany
ARE-R-995;1;Wąż silikonowy, gruby 12mm x 18mm 1/2'' - 1m;1;18.7;23.00;-;Średnica wewnętrzna: 12mmŚrednica zewnętrzna: 18mm Cena dotyczy długości 1 metra. Kupując większą ilość, całą długość tniemy z jednego kawałka. Węże silikonowe są bardzo elastyczne, nietoksyczne, mlecznoprzeźroczyste, odporne na wysoką temperaturę zachowując jednocześnie elastyczność w bardzo niskiej temperaturze (-60°C ÷ +200°C).Wykazują odporność na warunki pogodowe i starzenie, na promienie UV, oleje, rozpuszczalniki i wiele czynników chemicznych. Posiadają obojętność fizjologiczną, brak smaku i zapachu. Są Świetnym izolatorem elektrycznym.;1;1;5;https://winohobby.biz/userdata/public/gfx/6688/Waz-silikonowy%2C-gruby-12mm-x-18mm-12---1m.jpg|https://winohobby.biz/userdata/public/gfx/6689/Waz-silikonowy-gruby-Drinkit-9x15mm_1.jpg;243;waz-silikonowy-gruby-12mm-x-18mm-1-2-1m
CHE-M-129;1;Cylinder miarowy 250ml z podziałką;1;33.74;41.50;-;Pojemność:250mlSkala:co 2 ml Niezwykle estetycznie wykonana menzurka do zastosowań laboratoryjnych i domowych. Przyda się każdemu domowemu producentowi alkoholi.Doskonale nadaje się do przeprowadzania wszelkiego rodzaju pomiarów jak:badania zawartości cukruw nastawachwina domowegoczypiwa domowegojak ibadania zawartości % alkoholu przy pomocy alkoholomierza.Menzurka doskonale sprawdza się do odmierzania dawek np. podczas mieszania drinków czy przy dozowaniu innych składników płynnych.;1;1;3;https://winohobby.biz/userdata/public/gfx/6204/Menzurka-szklana-250ml-z-podzialka-i-stabilna-podstawa.jpg;227;cylinder-miarowy-250ml-z-podzialka
ARE-R-043;1;COOBRA WiFi ATC-EOP20;1;191.06;235.00;-;EOP20 to łatwy w obsłudze, bezpieczny i niezawodny regulator temperatury z podwójnymi wyjściami przekaźnikowymi do automatycznej kontroli temperatury dla różnych urządzeń elektrycznych np.: w hodowli zwierząt, kontrola temperatury fermentacji czy kiełkowania, automatyczne włączanie grzejników elektrycznych, mat grzewczych, etc… PV – temperatura mierzonaHV – ustawiona temperatura górnaLV – ustawiona temperatura dolna Grzanie: Kiedy PV < LV – kontroler włączy grzanieJak PV => HV-1*C – grzanie zostanie wyłączone Chłodzenie: Kiedy PV > HV – kontroler włączy chłodzenieJak PV =<LV+1*C – chłodzenie zostanie wyłączone Urządzenia grzejące i chłodzące muszą być podpięte w odpowiednie gniazda elektryczne urządzenia. Konstrukcja typu „plug and play”, łatwa w użyciu — wykonanie dwóch kroków. Doskonale współpracuje z aplikacją Smart Life. Podwójne wyjście przekaźnikowe — może być jednocześnie podłączone do urządzeń chłodzących i grzewczych. Wyświetlacz LED – pokazuje zmierzoną temperaturę i jednocześnie ustawioną temperaturę minimalną i maksymalną. Jednostka temperatury — obsługuje stopnie Celsjusza lub Fahrenheita. Dostępne są alarmy wysokiej i niskiej temperatury. Kontrola grupowa — utwórz grupę do jednoczesnego sterowania różnymi urządzeniami domowymi. Specyfikacja Napięcie zasilania: AC 220-250 V Prąd znamionowy: 10A Max Zakres pomiaru temperatury: -30 ~ 105 ℃ Częstotliwość bezprzewodowa: 2,4 GHz Kontrola aplikacji: aplikacja Smart Life (Android 5.0 / IOS 8.0 lub nowszy) Typ sondy temperatury: Wymienna R25 = 10KΩ ± 1% B25 / 85 = 3435K±1% Dokładność temperatury: 1% Przed zainstalowaniem aplikacji Smart Lift sprawdź ustawienia sieci domowej: Sprawdź routery domowe lub powiązane: użyj sieci Wi-Fi 2.4G. Zalecamy ustawić różne nazwy sieci 2.4G i sieci 5G. Sprawdź czy twój telefon jest połączony z domową siecią Wi-Fi 2.4G. Aby utrzymać silne połączenie Wi-Fi, trzymaj inteligentne urządzenie blisko routera. Używaj języka angielskiego i numerów, aby nazwać router Wi-Fi. W przeciwnym razie Urządzenie inteligentne może go nie rozpoznać podczas próby dodania go do Smart Life. Teraz możesz ściągnąć aplikację Smart Life i dodać kontroler temperatury COOBRA. Po pobraniu aplikacji będziesz musiał założyć konto. Teraz dodać urządzenie za pomocą szybkiego połączenia Otwórz aplikację Smart Life i kliknij przycisk „+” w prawym górnym rogu, aby dodać urządzenie. Podłącz inteligentny regulator temperatury COOBRA do gniazdka elektrycznego. Upewnij się, że Smartfon jest połączony z domową siecią Wi-Fi 2.4G ikona WIFI na ekranie będzie migać 3 razy na sekundę, gdy urządzenie jest gotowe do parowania. Naciśnij i przytrzymaj przycisk zasilania przez 3-5 sekund, aby zresetować urządzenie. Następnie, wybierz „Gniazdo Wi-Fi” i „Potwierdź, że wskaźnik szybko miga”, aby dodać urządzenie Zostaniesz poproszony o podanie hasła Wi-Fi po kroku 3. (Uwaga: nasz Smart Urządzenie obsługuje tylko sieć Wi-Fi 2,4 GHz. Potwierdź swoją sieć domową przed podłączeniem), wybierz sieć Wi-Fi 2,4 GHz, aby podłączyć telefon i Inteligentne urządzenie.;1;1;9;https://winohobby.biz/userdata/public/gfx/6721/COOBRA-WiFi-ATC-EOP20.webp|https://winohobby.biz/userdata/public/gfx/6722/WIfi.png;220;coobra-wifi-atc-eop20
CHE-M-128;1;Cylinder miarowy 500ml z podziałką i znacznikiem na skali;1;46.34;57.00;-;Pojemność:500mlSkala:co 10ml Niezwykle estetycznie wykonana menzurka do zastosowań laboratoryjnych i domowych. Przyda się każdemu domowemu producentowi alkoholi.Doskonale nadaje się do przeprowadzania wszelkiego rodzaju pomiarów jak:badania zawartości cukruw nastawachwina domowegoczypiwa domowegojak ibadania zawartości % alkoholu przy pomocy alkoholomierza.Menzurka doskonale sprawdza się do odmierzania dawek np. podczas mieszania drinków czy przy dozowaniu innych składników płynnych.;1;1;6;https://winohobby.biz/userdata/public/gfx/6269/chem128-Cylinder-miarowy-500ml-stopa-szklana.jpg;227;cylinder-miarowy-500ml-z-podzialka-i-znacznikiem-na-skali
ARE-R-990;1;Wąż silikonowy, gruby 9mm x 14mm 3/8'' - 1m;1;12.6;15.50;-;Średnica wewnętrzna: 9mmŚrednica zewnętrzna: 14mm Cena dotyczy długości 1 metra. Kupując większą ilość, całą długość tniemy z jednego kawałka. Węże silikonowe są bardzo elastyczne, nietoksyczne, mlecznoprzeźroczyste, odporne na wysoką temperaturę zachowując jednocześnie elastyczność w bardzo niskiej temperaturze (-60°C ÷ +200°C).Wykazują odporność na warunki pogodowe i starzenie, na promienie UV, oleje, rozpuszczalniki i wiele czynników chemicznych. Posiadają obojętność fizjologiczną, brak smaku i zapachu. Są Świetnym izolatorem elektrycznym.;1;1;9;https://winohobby.biz/userdata/public/gfx/6222/arer990-przewod-silikonowy-gruby-9mm-14mm-3-8cala.xcf.jpg|https://winohobby.biz/userdata/public/gfx/434c656c64d341ff51f7d5cca36dc398.jpg;243;waz-silikonowy-gruby-9mm-x-14mm-3-8-1m
ARE-S-279;1;Korkociąg DRINKIT;1;6.5;8.00;-;;1;1;9;https://winohobby.biz/userdata/public/gfx/dfa8799661cd9b0e8cedd2fe5b1e677d.jpg;221;korkociag-drinkit
ARE-S-671;1;Korkociąg barowy lub do piwniczki;1;105.69;130.00;Producent;Korkociąg w pełni automatyczny – wystarczy jeden ruch dźwignią by wyciągnąć korek, solidnie mocowany do blatu za pomocą śruby, zapakowany w elegancką drewnianą skrzyneczkę, akcesoria dodatkowe: stalowa zatyczka do butelek, obcinacz do folii, zapasowa spirala. DOSKONAŁY NA PREZENT DLA WINIARZA;1;1;9;https://winohobby.biz/userdata/public/gfx/fba5c04d6f3a68f1329e0688f74c6699.jpg|https://winohobby.biz/userdata/public/gfx/05b05e25a797e7a42bd1f2532bbec976.jpg;221;korkociag-barowy-lub-do-piwniczki
ARE-R-053;1;Menzurka szklana 1000ml z podziałką;1;77.24;95.00;-;Pojemność:1000mlSkala:co 10ml Niezwykle estetycznie wykonana menzurka do zastosowań laboratoryjnych i domowych. Przyda się każdemu domowemu producentowi alkoholi.Doskonale nadaje się do przeprowadzania wszelkiego rodzaju pomiarów jak:badania zawartości cukruw nastawachwina domowegoczypiwa domowegojak ibadania zawartości % alkoholu przy pomocy alkoholomierza.Menzurka doskonale sprawdza się do odmierzania dawek np. podczas mieszania drinków czy przy dozowaniu innych składników płynnych.;1;1;6;https://winohobby.biz/userdata/public/gfx/647e9a2df7027e00efbb42343a2a5d39.jpg;227;menzurka-szklana-1000ml-z-podzialka
ARE-R-055;1;Menzurka szklana 100ml z podziałką i znacznikiem;1;30.89;38.00;-;Pojemność:100mlSkala:co 1mlWysokość:24,5cmŚrednica wewnętrzna:2,4cm Niezwykle estetycznie wykonana menzurka do zastosowań laboratoryjnych i domowych. Przyda się każdemu domowemu producentowi alkoholi.Doskonale nadaje się do przeprowadzania wszelkiego rodzaju pomiarów jak:badania zawartości cukruw nastawachwina domowegoczypiwa domowegojak ibadania zawartości % alkoholu przy pomocy alkoholomierza.Menzurka doskonale sprawdza się do odmierzania dawek np. podczas mieszania drinków czy przy dozowaniu innych składników płynnych.Znacznik umieszczony na menzurce ułatwia nam zapamiętywania ilości płynu który już znajduje się w menzurce w momencie gdy dolewamy jakiś kolejny płyn (np. podczas mieszania drinków z kilku alkoholi gdzie musimy znać dokładne dawki kolejnych części alkoholu, lub podczas mieszania środków chemicznych gdzie każda dawka ma szczególne znaczenie).;1;1;9;https://winohobby.biz/userdata/public/gfx/adb87698ff099ac9f30b9720dd236aa8.jpg;227;menzurka-szklana-100ml-z-podzialka-i-znacznikiem
LAB-S-005;1;Przewód A04 - Fi3-4 miękki - 1mb;1;3.01;3.70;-;Cena dotyczy 1 metra bieżącego.Zamawiając u nas większą ilość metrów masz pewność że całość będzie w jednym kawałku (maksymalna długość 1 odcinka 20m). Wyjątkowo elastyczny przewód igielitowo-silikonowy,odporny na działanie wysokich (do 1200C) jak i niskich temperatur oraz na działanie czynników chemicznych. Wężyki produkowane są pod producentów sprzętu laboratoryjnego, dlatego teżoznaczenie rozmiaru węża A04 oznacza, że wąż jest przystosowany do nałożenia na rurkę 4mmtak by wężyk się z niej nie zsuwał. Czyli średnica wewnętrzna węża jest o 1mm mniejsza (około 3mm +/- tolerancja 0,5mm). Aby wyliczyć średnicę zewnętrzną należy do średnicy wewnętrznej dodać dwukrotną grubość ścianki która wynosi +/- 3mm.;1;1;10;https://winohobby.biz/userdata/public/gfx/7077/Przewod-A04---Fi3-4-miekki---1mb.png;242;przewod-a04-fi3-4-miekki-1mb
ARE-R-052;1;Menzurka szklana 500ml z podziałką;1;35.77;44.00;-;Pojemność:500mlSkala:co 5ml Niezwykle estetycznie wykonana menzurka do zastosowań laboratoryjnych i domowych. Przyda się każdemu domowemu producentowi alkoholi.Doskonale nadaje się do przeprowadzania wszelkiego rodzaju pomiarów jak:badania zawartości cukruw nastawachwina domowegoczypiwa domowegojak ibadania zawartości % alkoholu przy pomocy alkoholomierza.Menzurka doskonale sprawdza się do odmierzania dawek np. podczas mieszania drinków czy przy dozowaniu innych składników płynnych.;1;1;8;https://winohobby.biz/userdata/public/gfx/bf7cf075df477f6bea0afcfad609b345.jpg;227;menzurka-szklana-500ml-z-podzialka
ARE-R-051;1;Menzurka szklana 250ml z podziałką;1;29.27;36.00;-;Pojemność:250mlSkala:co 2ml Niezwykle estetycznie wykonana menzurka do zastosowań laboratoryjnych i domowych. Przyda się każdemu domowemu producentowi alkoholi.Doskonale nadaje się do przeprowadzania wszelkiego rodzaju pomiarów jak:badania zawartości cukruw nastawachwina domowegoczypiwa domowegojak ibadania zawartości % alkoholu przy pomocy alkoholomierza.Menzurka doskonale sprawdza się do odmierzania dawek np. podczas mieszania drinków czy przy dozowaniu innych składników płynnych.;1;1;4;https://winohobby.biz/userdata/public/gfx/302c27ce90397a14cf690e4dece3d016.jpg;227;menzurka-szklana-250ml-z-podzialka
ARE-R-050;1;Menzurka szklana 100ml z podziałką;1;19.51;24.00;-;Pojemność:100mlSkala:co 1ml Niezwykle estetycznie wykonana menzurka do zastosowań laboratoryjnych i domowych. Przyda się każdemu domowemu producentowi alkoholi.Doskonale nadaje się do przeprowadzania wszelkiego rodzaju pomiarów jak:badania zawartości cukruw nastawachwina domowegoczypiwa domowegojak ibadania zawartości % alkoholu przy pomocy alkoholomierza.Menzurka doskonale sprawdza się do odmierzania dawek np. podczas mieszania drinków czy przy dozowaniu innych składników płynnych.;1;1;1;https://winohobby.biz/userdata/public/gfx/737647f4d735069642073fd41bc51ecf.jpg;227;menzurka-szklana-100ml-z-podzialka
ARE-R-985;1;Wąż silikonowy, gruby 6mm x 11mm 1/4'' - 1m;1;13.41;16.50;-;Średnica wewnętrzna: 6mmŚrednica zewnętrzna: 11mm Cena dotyczy długości 1 metra. Kupując większą ilość, całą długość tniemy z jednego kawałka. Węże silikonowe są bardzo elastyczne, nietoksyczne, mlecznoprzeźroczyste, odporne na wysoką temperaturę zachowując jednocześnie elastyczność w bardzo niskiej temperaturze (-60°C ÷ +200°C).Wykazują odporność na warunki pogodowe i starzenie, na promienie UV, oleje, rozpuszczalniki i wiele czynników chemicznych. Posiadają obojętność fizjologiczną, brak smaku i zapachu. Są Świetnym izolatorem elektrycznym.;1;1;8;https://winohobby.biz/userdata/public/gfx/6221/arer985-przewod-silikonowy-gruby-6mm-11mm-1-4cala.jpg|https://winohobby.biz/userdata/public/gfx/6215/Waz-silikonowy-gruby-Drinkit-9x15mm_1.jpg;243;waz-silikonowy-gruby-6mm-x-11mm-1-4-1m
ARE-R-057;1;Menzurka plastikowa 100ml z podziałką i podstawką;1;14.23;17.50;-;Pojemność:100mlSkala:co 1mlWysokość:26cmŚrednica wewnętrzna:2,4cm Niezwykle estetycznie wykonana menzurka do zastosowań laboratoryjnych i domowych. Przyda się każdemu domowemu producentowi alkoholi.Doskonale nadaje się do przeprowadzania wszelkiego rodzaju pomiarów jak:badania zawartości cukruw nastawachwina domowegoczypiwa domowegojak ibadania zawartości % alkoholu przy pomocy alkoholomierza.Menzurka doskonale sprawdza się do odmierzania dawek np. podczas mieszania drinków czy przy dozowaniu innych składników płynnych.;1;1;5;https://winohobby.biz/userdata/public/gfx/140afc47dd8c65288c3e4326d78a4d0e.jpg;227;menzurka-plastikowa-100ml-z-podzialka-i-podstawka
KIL-N-102;1;Zestaw prezentowy KILNER Vintage;1;134.15;165.00;-;Zestaw ponadczasowy, idealny na prezent dla każdego. Zestaw składa się z: 1 słoja o pojemności 5L, 1 podstawki pod słój, 4 szklanek 400ml + pokrywka z dziurką na słomkę 4 mini szklanek 110ml + pokrywki bez dziurki, 4 rurek, Cały zestaw renomowanej angielskiej marki KILNER. Produkty wysokiej jakości – ładne i solidne. Zapoznaj się z pełną ofertą doskonałychproduktów marki KILNER! PRODUKT DOSKONAŁY NA PREZENT! UWAGA! Dla większego bezpieczeństwa, produkty szklane zalecamy wysyłać kurierem.;1;1;10;https://winohobby.biz/userdata/public/gfx/f52f69465e1db6e30eb1b41c3fd071c1.jpg|https://winohobby.biz/userdata/public/gfx/cc9e0bed487506fb2b65b7c05f9229b7.jpg;236|304;zestaw-prezentowy-kilner-vintage
ITA-L-072;1;Zlewka 3L z podziałką;1;28.46;35.00;-;Plastikowa zlewka półprzezroczysta produkcji włoskiej. Zlewka posiada podziałkę co 500ml (od 0 do 3L). Produkt przeznaczony do kontaktu z żywnością.;1;1;5;https://winohobby.biz/userdata/public/gfx/856a3419b4092d9ef01908b3f36059a7.jpg;229;zlewka-3l-z-podzialka
LAB-S-003;1;Przewód  A08 - Fi7-8 miękki - 1mb;1;4.07;5.00;-;Cena dotyczy 1 metra bieżącego.Zamawiając u nas większą ilość metrów masz pewność że całość będzie w jednym kawałku (maksymalna długość 1 odcinka 20m). Wyjątkowo elastyczny przewód igielitowo-silikonowy, odporny na działanie wysokich (do 1200C) jak i niskich temperatur oraz na działanie czynników chemicznych. Wężyki produkowane są pod producentów sprzętu laboratoryjnego, dlatego teżoznaczenie rozmiaru węża A08 oznacza, że wąż jest przystosowany do nałożenia na rurkę 8mmtak by wężyk się z niej nie zsuwał. Czyli średnica wewnętrzna węża jest o 1mm mniejsza (około 7mm +/- tolerancja 0,5mm). Aby wyliczyć średnicę zewnętrzną należy do średnicy wewnętrznej dodać dwukrotną grubość ścianki która wynosi +/- 3mm.;1;1;3;https://winohobby.biz/userdata/public/gfx/7071/Przewod-A08---Fi7-8-miekki---1mb.png;242;przewod-a08-fi7-8-miekki-1mb
